cluster,n,m,modularity,connectivity,connectivity_normalized_log10(n),connectivity_normalized_log2(n),connectivity_normalized_sqrt(n)/5,conductance
105,511,1646,0.00023929288516092933,0.0,0.0,0.0,0.0,0.856638940904934
308,492,633,9.254713738182793e-05,0.0,0.0,0.0,0.0,0.8771470160116448
52,512,5399,0.0007823494484742508,0.0,0.0,0.0,0.0,0.7698194453326512
74,512,2651,0.00038108169185997585,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8693573822195939
104,512,11681,0.0016877141212032014,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6898465296585418
332,512,10029,0.0014719277468192304,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.20628388271140832
149,512,4495,0.0006440375962651741,0.0,0.0,0.0,0.0,0.8406904006663004
261,509,1655,0.0002429787494149196,0.0,0.0,0.0,0.0,0.6525663902592631
54,512,5804,0.000836207580594262,0.0,0.0,0.0,0.0,0.79663986265132
262,512,3972,0.000581865060392365,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6276366363551139
154,512,3910,0.0005577518194982856,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.862321519745066
176,506,1067,0.00015565770639942972,0.0,0.0,0.0,0.0,0.8628799074728523
148,512,10361,0.0014776250226593596,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7767146166693605
150,508,1617,0.00023561668966093368,0.0,0.0,0.0,0.0,0.8418659234267273
167,511,2541,0.0003682818762637229,1.0,0.3692188315155379,0.11114594325018258,0.22118697760190442,0.8410235555416523
252,512,2844,0.00041141099473647626,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8415775401069518
196,512,3481,0.000505147138247079,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8057315065435164
145,509,1293,0.00018863369357546394,0.0,0.0,0.0,0.0,0.848754240262019
305,508,937,0.00013690989843492986,0.0,0.0,0.0,0.0,0.8573494709598843
86,512,7068,0.0009767221038545723,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8690650414034568
25,512,7269,0.0010303928499074072,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8286825359415508
285,512,2932,0.0004259427730333683,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8141892962387909
115,512,3644,0.0005293177362634896,0.0,0.0,0.0,0.0,0.7937747594793435
5,512,2339,0.00033360383824663066,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.893761497059024
309,512,8258,0.0012113104457968677,0.0,0.0,0.0,0.0,0.35411208009072775
70,512,2437,0.0003519407805920589,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8601354453627181
103,509,1369,0.00019914426628191598,1.0,0.36945115095696524,0.1112158783706281,0.22162110358896814,0.8657843137254903
194,512,4002,0.0005743134635828091,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.845000871434381
226,512,8584,0.001219105482605177,0.0,0.0,0.0,0.0,0.8089748867846851
23,512,3411,0.0004603399883135823,0.0,0.0,0.0,0.0,0.9220663498446353
259,512,2145,0.0003141715428335281,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7316737553164874
